"508","比爾蓋茲的小孩，幾歲有手機？｜教育｜親子教養｜2017-10-25｜即時 ...","http://www.cw.com.tw/article/article.action?id=5085744","比爾蓋茲的小孩，幾歲有手機？｜教育｜親子教養｜2017-10-25｜即時 ..."
"509","幾歲才適合幫小孩買智慧型手機？ - 康健雜誌191期","http://www.commonhealth.com.tw/article/article.action?nid=69541","幾歲才適合幫小孩買智慧型手機？ - 康健雜誌191期"
"510","Asus (Android) - 適合小朋友使用的手機- 手機討論區- Mobile01","https://www.mobile01.com/topicdetail.php?f=588&t=5048995","Asus (Android) - 適合小朋友使用的手機- 手機討論區- Mobile01"
"511","何時才給小孩手機？ - 中時電子報","http://www.chinatimes.com/newspapers/20180204000348-260209","何時才給小孩手機？ - 中時電子報"
"512","強烈建議！12歲以下兒童絕對不要滑手機(小孩看手機,幼兒看 ... - 商業周刊","https://www.businessweekly.com.tw/article.aspx?id=6732&type=Blog","強烈建議！12歲以下兒童絕對不要滑手機(小孩看手機,幼兒看 ... - 商業周刊"
"513","這才是教育！美國家長給孩子「使用手機」的15 條家規，值得我們好好學習...","https://www.cmoney.tw/notes/note-detail.aspx?nid=51730","這才是教育！美國家長給孩子「使用手機」的15 條家規，值得我們好好學習..."
"514","父母和青少年的手機攻防國、高中有不同策略| 教育評論| 文教| 聯合新聞網","https://udn.com/news/story/6887/1851080","父母和青少年的手機攻防國、高中有不同策略| 教育評論| 文教| 聯合新聞網"
"515","該給小孩用手機嗎？/小學生-教養/親子天下","https://www.parenting.com.tw/article/5067623-%E8%A9%B2%E7%B5%A6%E5%B0%8F%E5%AD%A9%E7%94%A8%E6%89%8B%E6%A9%9F%E5%97%8E%EF%BC%9F/","該給小孩用手機嗎？/小學生-教養/親子天下"
"516","孩子想要智慧型手機，該不該給他？ @ 陳安儀的筆下人生:: 痞客邦 ...","http://anyichen.pixnet.net/blog/post/30811126-%E5%AD%A9%E5%AD%90%E6%83%B3%E8%A6%81%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F%EF%BC%8C%E8%A9%B2%E4%B8%8D%E8%A9%B2%E7%B5%A6%E4%BB%96%EF%BC%9F","孩子想要智慧型手機，該不該給他？ @ 陳安儀的筆下人生:: 痞客邦 ..."
"517","[問題] 適合小孩的手機? - 看板MobileComm - 批踢踢實業坊","https://www.ptt.cc/bbs/MobileComm/M.1425468197.A.B89.html","[問題] 適合小孩的手機? - 看板MobileComm - 批踢踢實業坊"
"518","小孩玩手機五缺點，戒手機爸媽先以身作則！ – 媽媽經｜專屬於媽媽的網站","https://mamaclub.com/learn/%E5%B0%8F%E5%AD%A9%E7%8E%A9%E6%89%8B%E6%A9%9F%E4%BA%94%E7%BC%BA%E9%BB%9E%EF%BC%8C%E6%88%92%E6%89%8B%E6%A9%9F%E7%88%B8%E5%AA%BD%E5%85%88%E4%BB%A5%E8%BA%AB%E4%BD%9C%E5%89%87%EF%BC%81/","小孩玩手機五缺點，戒手機爸媽先以身作則！ – 媽媽經｜專屬於媽媽的網站"
"519","何時才給小孩手機？ - Yahoo奇摩新聞","https://tw.news.yahoo.com/%E4%BD%95%E6%99%82%E6%89%8D%E7%B5%A6%E5%B0%8F%E5%AD%A9%E6%89%8B%E6%A9%9F-215009362--finance.html","何時才給小孩手機？ - Yahoo奇摩新聞"
"520","幾歲給孩子行動裝置最適合？蓋茲和賈伯斯各有各的作法| T客邦- 我只 ...","https://www.techbang.com/posts/51302-bill-gates-says-its-for-kids-with-smartphones-safe-when","幾歲給孩子行動裝置最適合？蓋茲和賈伯斯各有各的作法| T客邦- 我只 ..."
"521","你家小孩手機成癮嗎? | 蘋果日報","https://tw.appledaily.com/new/realtime/20150904/684753/","你家小孩手機成癮嗎? | 蘋果日報"
"522","爸媽來PK 孩子能不能擁有智慧型手機？（103年3月9日） 國語日報家庭 ...","https://www.mdnkids.com/family_edition/detail.asp?sn=757","爸媽來PK 孩子能不能擁有智慧型手機？（103年3月9日） 國語日報家庭 ..."
"523","親子天下- 【討論】小孩使用智慧手機，是否該限制使用時間？... | Facebook","https://zh-tw.facebook.com/parentingtw/posts/10152050676748935","親子天下- 【討論】小孩使用智慧手機，是否該限制使用時間？... | Facebook"
"524","小孩手機智能電話 - Taobao","https://world.taobao.com/product/%E5%B0%8F%E5%AD%A9%E6%89%8B%E6%A9%9F%E6%99%BA%E8%83%BD%E9%9B%BB%E8%A9%B1.htm","小孩手機智能電話 - Taobao"
"525","【親子溝通】該給小孩用手機嗎？ @ 景美國小輔導小錦囊:: 痞客邦PIXNET ::","http://rudy790325.pixnet.net/blog/post/436476817-%E3%80%90%E8%A6%AA%E5%AD%90%E6%BA%9D%E9%80%9A%E3%80%91%E8%A9%B2%E7%B5%A6%E5%B0%8F%E5%AD%A9%E7%94%A8%E6%89%8B%E6%A9%9F%E5%97%8E%EF%BC%9F","【親子溝通】該給小孩用手機嗎？ @ 景美國小輔導小錦囊:: 痞客邦PIXNET ::"
"526","小孩吵著看手機？ 1招讓他秒閉嘴- 生活- 自由時報電子報","http://news.ltn.com.tw/news/life/breakingnews/2015809","小孩吵著看手機？ 1招讓他秒閉嘴- 生活- 自由時報電子報"
"527","你用手機養孩子嗎？你正在養出遲緩兒（上）手機上癮的症狀","https://tw.theasianparent.com/%E5%B0%8F%E5%AD%A9%E6%89%8B%E6%A9%9F%E4%B8%8A%E7%99%AE%E6%88%90%E7%99%AE%E5%AD%A9%E5%AD%90%E5%B9%B3%E6%9D%BF%E6%80%8E%E9%BA%BC%E8%BE%A6/","你用手機養孩子嗎？你正在養出遲緩兒（上）手機上癮的症狀"
"528","近年小孩對手機依賴大曾因手機釀多起憾事父母難為| 社會| 三立新聞網 ...","http://www.setn.com/News.aspx?NewsID=354640","近年小孩對手機依賴大曾因手機釀多起憾事父母難為| 社會| 三立新聞網 ..."
"529","不要再誤會孩子了，小孩會喜歡玩手機，不是因為貪玩，而是因為...，所有 ...","http://ezvivi2.com/article/178781.asp","不要再誤會孩子了，小孩會喜歡玩手機，不是因為貪玩，而是因為...，所有 ..."
"530","不要因為懶一直給小孩滑手機「視力問題才不是最嚴重的」！專家：螢幕成 ...","http://www.teepr.com/896862/tinayi/%E5%AD%A9%E7%AB%A5%E8%9E%A2%E5%B9%95%E6%88%90%E7%99%AE/","不要因為懶一直給小孩滑手機「視力問題才不是最嚴重的」！專家：螢幕成 ..."
"531","【假影片】孩子們在車上玩手機，而父母在外面加油？LINE 謠言啦！爆炸 ...","http://www.mygopen.com/2017/10/line_17.html","【假影片】孩子們在車上玩手機，而父母在外面加油？LINE 謠言啦！爆炸 ..."
"532","小孩手機支付1萬6 到底幹了啥?-資訊--高清正版影音線上看-愛奇藝臺灣站","http://tw.iqiyi.com/v_19rr8fsrgc.html","小孩手機支付1萬6 到底幹了啥?-資訊--高清正版影音線上看-愛奇藝臺灣站"
"533","父母愛滑手機，孩子行為異常機率大增| TechNews 科技新報","https://technews.tw/2017/06/12/children-with-smartphone/","父母愛滑手機，孩子行為異常機率大增| TechNews 科技新報"
"534","買手機給小孩家長兩難| 財經新聞監測 - 聯合知識庫","https://udndata.com/ndapp/udntag/finance/Article?origid=8971025","買手機給小孩家長兩難| 財經新聞監測 - 聯合知識庫"
"535","媽媽發現小孩手機裡竟裝有這個「類似計算機的app」，當她輸入","https://life.tw/?app=view&no=631880","媽媽發現小孩手機裡竟裝有這個「類似計算機的app」，當她輸入"
"536","大家都會幫小孩辦怎樣的方案呢? - 手機綜合討論版- wetalk - let's talk!","https://www.wetalk.tw/thread-70782-1-1.html","大家都會幫小孩辦怎樣的方案呢? - 手機綜合討論版- wetalk - let's talk!"
"537","小孩手機上癮怎麼辦？5個小妙招拯救孩子- 每日頭條","https://kknews.cc/zh-tw/baby/xvgpap9.html","小孩手機上癮怎麼辦？5個小妙招拯救孩子- 每日頭條"
"538","給小孩不受駭客騷擾的手機- BabyHome 新知大耳朵","https://info.babyhome.com.tw/article/15546","給小孩不受駭客騷擾的手機- BabyHome 新知大耳朵"
"539","研究：玩手機和平板電腦的小孩睡眠較少- BBC 中文网 - BBC.com","http://www.bbc.com/zhongwen/trad/science-39606904","研究：玩手機和平板電腦的小孩睡眠較少- BBC 中文网 - BBC.com"
"540","在App Store 上的「小護視(使用時間計數器)」 - iTunes - Apple","https://itunes.apple.com/tw/app/%E5%B0%8F%E8%AD%B7%E8%A6%96-%E4%BD%BF%E7%94%A8%E6%99%82%E9%96%93%E8%A8%88%E6%95%B8%E5%99%A8/id871626629?mt=8","在App Store 上的「小護視(使用時間計數器)」 - iTunes - Apple"
"541","孩子沉迷手機家長如何處理| 大紀元","http://www.epochtimes.com/b5/15/5/19/n4438445.htm","孩子沉迷手機家長如何處理| 大紀元"
"542","父母過度使用手機會對小孩產生影響嗎？ | DQ 地球圖輯隊帶你看透全世界","https://dq.yam.com/post.php?id=7730","父母過度使用手機會對小孩產生影響嗎？ | DQ 地球圖輯隊帶你看透全世界"
"543","精神科醫師談育兒：小孩5歲前不要擁有手機，使用平版要有嚴格規定 ...","https://www.thenewslens.com/article/31075","精神科醫師談育兒：小孩5歲前不要擁有手機，使用平版要有嚴格規定 ..."
"544","「同學都有帶，為什麼我不行？」當小孩要求帶手機去學校，父母就該妥協 ...","http://www.storm.mg/lifestyle/149239","「同學都有帶，為什麼我不行？」當小孩要求帶手機去學校，父母就該妥協 ..."
"545","正妹醫師娘拿手機拍小孩！竟驚見老公和「比基尼辣妹」洗澎澎| ETtoday ...","https://www.ettoday.net/news/20180224/1118536.htm","正妹醫師娘拿手機拍小孩！竟驚見老公和「比基尼辣妹」洗澎澎| ETtoday ..."
"546","這個方案適合小孩嗎? - 手機館| ePrice 比價王","http://www.eprice.com.tw/mobile/talk/5035/5001675/1/","這個方案適合小孩嗎? - 手機館| ePrice 比價王"
"547","格瑞思心理諮商所-- 小孩一直滑手機，父母怎麼辦？（一）","http://www.gracecc.com.tw/front/bin/ptdetail.phtml?Part=parent07&Category=20","格瑞思心理諮商所-- 小孩一直滑手機，父母怎麼辦？（一）"
"548","一不小心把大腦都「滑」笨了…… 研究顯示：小孩過早使用智慧型手機會 ...","https://buzzorange.com/vidaorange/2018/02/12/kids-use-smartphone-talk-later/","一不小心把大腦都「滑」笨了…… 研究顯示：小孩過早使用智慧型手機會 ..."
"549","搶三歲小孩手機栽在定位扯「人工智慧叫我搶」 - YouTube","https://www.youtube.com/watch?v=UpnHN5cOy50","搶三歲小孩手機栽在定位扯「人工智慧叫我搶」 - YouTube"
"550","Family Link - 限制小孩手機使用時間管理可用App | 愛瘋日報:最專注的 ...","http://www.iphonetaiwan.org/2017/04/google-family-link-app.html","Family Link - 限制小孩手機使用時間管理可用App | 愛瘋日報:最專注的 ..."
