"903","台灣為何陷入缺電風險？3個不願面對的真相｜政治社會｜政策｜2017 ...","https://www.cw.com.tw/article/article.action?id=5084314","台灣為何陷入缺電風險？3個不願面對的真相｜政治社會｜政策｜2017 ..."
"904","不蓋核四會缺電嗎？ | 核能流言終結者維基| FANDOM powered by Wikia","http://zh.nuke.wikia.com/wiki/%E4%B8%8D%E8%93%8B%E6%A0%B8%E5%9B%9B%E6%9C%83%E7%BC%BA%E9%9B%BB%E5%97%8E%EF%BC%9F","不蓋核四會缺電嗎？ | 核能流言終結者維基| FANDOM powered by Wikia"
"905","再一步就到「限電黑燈」！數字告訴你，台灣到底有多缺電(限電 ... - 商業周刊","https://www.businessweekly.com.tw/article.aspx?id=20398&type=Blog","再一步就到「限電黑燈」！數字告訴你，台灣到底有多缺電(限電 ... - 商業周刊"
"906","防止台灣缺電- Taiwan Business TOPICS","https://topics.amcham.com.tw/2017/10/%E9%98%B2%E6%AD%A2%E5%8F%B0%E7%81%A3%E7%BC%BA%E9%9B%BB/","防止台灣缺電- Taiwan Business TOPICS"
"907","缺電| 台灣環境資訊協會-環境資訊中心","http://e-info.org.tw/taxonomy/term/6300","缺電| 台灣環境資訊協會-環境資訊中心"
"908","台灣到底缺不缺電？三分鐘搞懂備用容量與限電問題- 作家生活誌","https://showwe.tw/choice/choice.aspx?c=499","台灣到底缺不缺電？三分鐘搞懂備用容量與限電問題- 作家生活誌"
"909","缺電的夢魘真的會再來嗎？ - 台電月刊","http://tpcjournal.taipower.com.tw/article/index/id/177","缺電的夢魘真的會再來嗎？ - 台電月刊"
"910","政府說台灣不缺電，你信嗎？ - 今周刊","https://www.businesstoday.com.tw/article-content-80392-166784-%E6%94%BF%E5%BA%9C%E8%AA%AA%E5%8F%B0%E7%81%A3%E4%B8%8D%E7%BC%BA%E9%9B%BB%EF%BC%8C%E4%BD%A0%E4%BF%A1%E5%97%8E%EF%BC%9F","政府說台灣不缺電，你信嗎？ - 今周刊"
"911","直言集／面對真相還能說台灣不缺電？ | 全台供電拉警報| 要聞| 聯合新聞網","https://udn.com/news/story/11014/2631558","直言集／面對真相還能說台灣不缺電？ | 全台供電拉警報| 要聞| 聯合新聞網"
"912","台灣缺電問題陳建仁反核還提出好辦法- 政治- 自由時報電子報","http://news.ltn.com.tw/news/politics/breakingnews/1521125","台灣缺電問題陳建仁反核還提出好辦法- 政治- 自由時報電子報"
