"805","台灣供電何去何從","http://www.taiwanngo.tw/m/405-1000-32157,c89.php","台灣供電何去何從"
"806","若供電不足民調逾70％挺核電- 中時電子報","http://www.chinatimes.com/newspapers/20170622000391-260114","若供電不足民調逾70％挺核電- 中時電子報"
"807","冬天供電量為何不足？台電這麼說| 生活| 新頭殼Newtalk","https://newtalk.tw/news/view/2018-02-06/113389","冬天供電量為何不足？台電這麼說| 生活| 新頭殼Newtalk"
"808","備用容量率溜滑梯台灣有缺電風險 - 台電月刊","http://tpcjournal.taipower.com.tw/article/index/id/133","備用容量率溜滑梯台灣有缺電風險 - 台電月刊"
"809","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容| 核二機組將 ...","https://udn.com/news/story/6656/3014649","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容| 核二機組將 ..."
"810","電力不足全台恐再陷跳電危機| 熱門話題| 熱點| 經濟日報","https://money.udn.com/money/story/5648/2848237","電力不足全台恐再陷跳電危機| 熱門話題| 熱點| 經濟日報"
"811","台灣竟在初春面臨供電不足蔡政府打強心針緊急擁抱核電- 港澳台- RFI","http://trad.cn.rfi.fr/%E6%B8%AF%E6%BE%B3%E5%8F%B0/20180306-%E5%8F%B0%E7%81%A3%E7%AB%9F%E5%9C%A8%E5%88%9D%E6%98%A5%E9%9D%A2%E8%87%A8%E4%BE%9B%E9%9B%BB%E4%B8%8D%E8%B6%B3%E8%94%A1%E6%94%BF%E5%BA%9C%E6%89%93%E5%BC%B7%E5%BF%83%E9%87%9D%E7%B7%8A%E6%80%A5%E6%93%81%E6%8A%B1%E6%A0%B8%E9%9B%BB","台灣竟在初春面臨供電不足蔡政府打強心針緊急擁抱核電- 港澳台- RFI"
"812","蘋論：電真的不夠嗎| 蘋果日報","https://tw.appledaily.com/forum/daily/20160606/37255188","蘋論：電真的不夠嗎| 蘋果日報"
"813","你不可不知的台灣電力真相 - 財團法人核能資訊中心- 線上期刊系統","http://www.nicenter.org.tw/modules/tadbook2/view.php?book_sn=&bdsn=1466","你不可不知的台灣電力真相 - 財團法人核能資訊中心- 線上期刊系統"
"814","蔡政府不堪一擊的能源政策》不讓船靠港，台灣就沒電！台灣電力脆弱的 ...","https://www.businessweekly.com.tw/article.aspx?id=32905&type=Indep","蔡政府不堪一擊的能源政策》不讓船靠港，台灣就沒電！台灣電力脆弱的 ..."
"815","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容-焦點-HiNet新聞","https://times.hinet.net/topic/21561648","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容-焦點-HiNet新聞"
"816","38度高溫燒出今年第一顆紅燈限電警戒，台電「上修」供電量- The News ...","https://www.thenewslens.com/article/75572","38度高溫燒出今年第一顆紅燈限電警戒，台電「上修」供電量- The News ..."
"817","缺電的謊言與勒索| 信傳媒","https://www.cmmedia.com.tw/home/articles/3010","缺電的謊言與勒索| 信傳媒"
"818","台灣供電不足要偷用核電 - 華夏經緯網","http://hk.huaxia.com/thpl/tdyh/yh/2017/04/5296992.html","台灣供電不足要偷用核電 - 華夏經緯網"
"819","用電量破歷史紀錄台灣恐面臨供電不足危機 - 華夏經緯網","http://big5.huaxia.com/tslj/lasq/2014/07/3967195.html","用電量破歷史紀錄台灣恐面臨供電不足危機 - 華夏經緯網"
"820","高銘志觀點：一根電塔倒塌，暴露台灣因應緊急供電時期法制之不足-台電 ...","http://www.storm.mg/article/313362","高銘志觀點：一根電塔倒塌，暴露台灣因應緊急供電時期法制之不足-台電 ..."
"821","供電不穩頻傳台積電仍想紮根台灣- 財經- 自由時報電子報","http://news.ltn.com.tw/news/business/breakingnews/2155970","供電不穩頻傳台積電仍想紮根台灣- 財經- 自由時報電子報"
"822","台灣能源轉型邁向自主「需量反應」率先起跑| 黃漢華| 遠見雜誌","https://www.gvm.com.tw/article.html?id=22770","台灣能源轉型邁向自主「需量反應」率先起跑| 黃漢華| 遠見雜誌"
"823","供電不足8成美商憂89%盼勞基法有更多彈性6成7則「相當關切」電費支出 ...","http://www.merit-times.com.tw/NewsPage.aspx?unid=502049","供電不足8成美商憂89%盼勞基法有更多彈性6成7則「相當關切」電費支出 ..."
"824","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容| 政治新聞 ...","http://m.match.net.tw/mi/news/politics/20180306/4428694","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容| 政治新聞 ..."
"825","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容| 政治新聞 ...","http://m.match.net.tw/mi/news/politics/20180306/4428694","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容| 政治新聞 ..."
"826","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容... - 請民進黨還 ...","https://zh-tw.facebook.com/VOV8989/posts/1789422194442452","供電不足接葉克膜？賴清德：台灣供電不能用缺電來形容... - 請民進黨還 ..."
"827","[PDF]
後福島時代台灣電力問題探討 - 財團法人中技社","http://www.ctci.org.tw/public/Attachment/36411195471.pdf","[PDF]
後福島時代台灣電力問題探討 - 財團法人中技社"
