"209","小學生好辛苦！ 全國逾7成課後得補習 TVBS新聞網","https://news.tvbs.com.tw/life/697980","小學生好辛苦！ 全國逾7成課後得補習 TVBS新聞網"
"210","【家有小學生】補習及自主學習的平衡點– 媽媽經｜專屬於媽媽的網站","https://mamaclub.com/learn/%E3%80%90%E5%AE%B6%E6%9C%89%E5%B0%8F%E5%AD%B8%E7%94%9F%E3%80%91%E8%A3%9C%E7%BF%92%E5%8F%8A%E8%87%AA%E4%B8%BB%E5%AD%B8%E7%BF%92%E7%9A%84%E5%B9%B3%E8%A1%A1%E9%BB%9E/","【家有小學生】補習及自主學習的平衡點– 媽媽經｜專屬於媽媽的網站"
"211","陸嚴打中小學生補習知名數學競賽被叫停| 兩岸| 中央社CNA","http://www.cna.com.tw/news/acn/201803030073-1.aspx","陸嚴打中小學生補習知名數學競賽被叫停| 兩岸| 中央社CNA"
"212","每年全國小學生花601億補習10人有7人在補| 新聞追追追| 文教| 聯合 ...","https://udn.com/news/story/9/2197301","每年全國小學生花601億補習10人有7人在補| 新聞追追追| 文教| 聯合 ..."
"213","小學生補習一年砸600億- 生活- 自由時報電子報","http://news.ltn.com.tw/news/life/paper/1066586","小學生補習一年砸600億- 生活- 自由時報電子報"
"214","一個補教名師的告白：寧可小孩成績爛，別送孩子去補習班！ - 商業周刊","https://www.businessweekly.com.tw/article.aspx?id=15636&type=Blog","一個補教名師的告白：寧可小孩成績爛，別送孩子去補習班！ - 商業周刊"
"215","[PDF]
小學生補習率之探討","http://www.shs.edu.tw/works/essay/2008/03/2008033011305844.pdf","[PDF]
小學生補習率之探討"
"216","小學生一定要補習嗎?--求助發問-非常婚禮veryWed.com","http://verywed.com/forum/wedlife/351899.html","小學生一定要補習嗎?--求助發問-非常婚禮veryWed.com"
"217","全台補習班不減反增國中小學生補最凶| 陳承璋| 遠見雜誌","https://www.gvm.com.tw/article.html?id=38318","全台補習班不減反增國中小學生補最凶| 陳承璋| 遠見雜誌"
"218","《親子天下》韓國小學生補習才是王道(合輯) @ George Yeo 網路自強號 ...","http://linuxyeo.pixnet.net/blog/post/288478634-%E3%80%8A%E8%A6%AA%E5%AD%90%E5%A4%A9%E4%B8%8B%E3%80%8B%E9%9F%93%E5%9C%8B%E5%B0%8F%E5%AD%B8%E7%94%9F-%E8%A3%9C%E7%BF%92%E6%89%8D%E6%98%AF%E7%8E%8B%E9%81%93-%28%E5%90%88%E8%BC%AF","《親子天下》韓國小學生補習才是王道(合輯) @ George Yeo 網路自強號 ..."
"219","沒有考試、沒有補習班，幸福的瑞典小學生要到12歲才第一次拿到分數 ...","https://www.thenewslens.com/article/13698","沒有考試、沒有補習班，幸福的瑞典小學生要到12歲才第一次拿到分數 ..."
"220","認識6大數學補習體系/小學生-學習/親子天下","https://www.parenting.com.tw/article/5048431-%E8%AA%8D%E8%AD%986%E5%A4%A7%E6%95%B8%E5%AD%B8%E8%A3%9C%E7%BF%92%E9%AB%94%E7%B3%BB/","認識6大數學補習體系/小學生-學習/親子天下"
"221","不補習，也能第一名的讀書方法/小學生-教養/親子天下","https://www.parenting.com.tw/article/5027433-%E4%B8%8D%E8%A3%9C%E7%BF%92%EF%BC%8C%E4%B9%9F%E8%83%BD%E7%AC%AC%E4%B8%80%E5%90%8D%E7%9A%84%E8%AE%80%E6%9B%B8%E6%96%B9%E6%B3%95/","不補習，也能第一名的讀書方法/小學生-教養/親子天下"
"222","教育部調查小學生補習費年花600億元| 蘋果日報","https://tw.appledaily.com/new/realtime/20161228/1022993/","教育部調查小學生補習費年花600億元| 蘋果日報"
"223","小學生補習為何居高不下？ - Yahoo奇摩新聞","https://tw.news.yahoo.com/blogs/for-young/%E5%B0%8F%E5%AD%B8%E7%94%9F%E8%A3%9C%E7%BF%92%E7%82%BA%E4%BD%95%E5%B1%85%E9%AB%98%E4%B8%8D%E4%B8%8B-020939330.html","小學生補習為何居高不下？ - Yahoo奇摩新聞"
"224","小學生該不該上補習班- 每日頭條","https://kknews.cc/zh-tw/education/6kylmyl.html","小學生該不該上補習班- 每日頭條"
"225","一團火- 為基層小學生補習，你有興趣加入嗎？你可否Share開去，讓更多 ...","https://www.facebook.com/onfire.hk/videos/1722439781111126/","一團火- 為基層小學生補習，你有興趣加入嗎？你可否Share開去，讓更多 ..."
"226","學校加補習班一天上課12小時台灣小學生好命苦| ETtoday生活| ETtoday ...","https://www.ettoday.net/news/20121113/126742.htm","學校加補習班一天上課12小時台灣小學生好命苦| ETtoday生活| ETtoday ..."
"227","小學生補習單肩包女生 - Taobao - 淘宝","https://world.taobao.com/product/%E5%B0%8F%E5%AD%B8%E7%94%9F%E8%A3%9C%E7%BF%92%E5%96%AE%E8%82%A9%E5%8C%85%E5%A5%B3%E7%94%9F.htm","小學生補習單肩包女生 - Taobao - 淘宝"
"228","go2tutor首頁- 免費找尋私人補習學生/導師- 教育及年輕人資訊網站 ...","http://www.go2tutor.com/","go2tutor首頁- 免費找尋私人補習學生/導師- 教育及年輕人資訊網站 ..."
"229","小學生應不應該補習呢? @ xzc3718840o1 :: 隨意窩Xuite日誌","http://blog.xuite.net/xzcacs/wretch/116942214-%E5%B0%8F%E5%AD%B8%E7%94%9F%E6%87%89%E4%B8%8D%E6%87%89%E8%A9%B2%E8%A3%9C%E7%BF%92%E5%91%A2%3F","小學生應不應該補習呢? @ xzc3718840o1 :: 隨意窩Xuite日誌"
"230","補習班- 维基百科，自由的百科全书","https://zh.wikipedia.org/zh-tw/%E8%A3%9C%E7%BF%92%E7%8F%AD","補習班- 维基百科，自由的百科全书"
"231","[PDF]
補習 - Advance Academy of Houston","http://advanceacademyhouston.com/documents/HowardArticleP1.pdf","[PDF]
補習 - Advance Academy of Houston"
"232","小學生補習","http://ubeat.com.cuhk.edu.hk/ubeat_past/060373/ta_pst_edited.html","小學生補習"
"233","頂手補習社- 行業概覽 - 自讓易","http://www.mybizsell.com/single-post/%E5%85%A8%E6%B8%AF%E4%B8%AD%E5%B0%8F%E5%AD%B8%E8%A3%9C%E7%BF%92%E7%A4%BE%E6%95%B8%E7%9B%AE%E3%80%81%E6%94%B6%E7%94%9F%E5%AD%B8%E8%B2%BB%E3%80%81%E8%A1%8C%E6%A5%AD%E7%AB%B6%E7%88%AD","頂手補習社- 行業概覽 - 自讓易"
"234","小學不快樂！白天補習晚上自修「壓力超重」 - YouTube","https://www.youtube.com/watch?v=JKFECTfdXWs","小學不快樂！白天補習晚上自修「壓力超重」 - YouTube"
"235","香港補習文化| 知識庫| 藍眼知識學院| 藍眼科技集團","https://academy.blueeyes.com.tw/knowledge_afterschool_HK.php","香港補習文化| 知識庫| 藍眼知識學院| 藍眼科技集團"
"236","國小需要補習英文嗎？ - BabyHome親子討論區","https://forum.babyhome.com.tw/topic/4066019","國小需要補習英文嗎？ - BabyHome親子討論區"
"237","私人補習、上門補習導師推介- HKTUTOR.HK","http://www.hktutor.hk/","私人補習、上門補習導師推介- HKTUTOR.HK"
"238","[PDF]
小學生是否需要上補習班6B 羅健聰近年，補習班如同雨後春筍般的出現 ...","http://www.htsps.edu.hk/it-school/php/webcms/files/upload/tinymce//05_student/studentwork/chiwork/stud29_1451282771.pdf","[PDF]
小學生是否需要上補習班6B 羅健聰近年，補習班如同雨後春筍般的出現 ..."
"239","Sky-Tutor 上門補習介紹中心,為全港中小學生免費介紹補習,音樂,語文 ...","https://www.sky-tutor.com/","Sky-Tutor 上門補習介紹中心,為全港中小學生免費介紹補習,音樂,語文 ..."
"240","教育部：7成小學生補習，每年花601億元- 中時電子報","http://www.chinatimes.com/realtimenews/20161228005542-260405","教育部：7成小學生補習，每年花601億元- 中時電子報"
"241","擦亮眼睛看教育 - Google 圖書結果","https://books.google.com.tw/books?id=6dYzDwAAQBAJ&pg=PT143&lpg=PT143&dq=%E5%B0%8F%E5%AD%B8%E7%94%9F+%E8%A3%9C%E7%BF%92&source=bl&ots=ccQ7-0stDN&sig=V26woz9LY3xnem58YZnuyvNhLJ0&hl=zh-TW&sa=X&ved=0ahUKEwiTuufsytjZAhUMjJQKHdJsBaY4HhDoAQg7MAM","擦亮眼睛看教育 - Google 圖書結果"
"242","小學英語太簡單浪費黃金時間2017-03-31 - 徐薇英文","http://www.ruby.com.tw/about_inside.php?n_id=77","小學英語太簡單浪費黃金時間2017-03-31 - 徐薇英文"
"243","你幫孩子挑對合適的英文補習班了嗎? @ Douze Academy :: 痞客邦 ...","http://douze.pixnet.net/blog/post/448659611-%E4%BD%A0%E5%B9%AB%E5%AD%A9%E5%AD%90%E6%8C%91%E5%B0%8D%E5%90%88%E9%81%A9%E7%9A%84%E8%8B%B1%E6%96%87%E8%A3%9C%E7%BF%92%E7%8F%AD%E4%BA%86%E5%97%8E%3F","你幫孩子挑對合適的英文補習班了嗎? @ Douze Academy :: 痞客邦 ..."
"244","補習作文【共55篇】,關於補習的作文 - 白雲飄飄網","http://big5.baiyunpiaopiao.com/special/73426vz.shtml","補習作文【共55篇】,關於補習的作文 - 白雲飄飄網"
"245","創作天地- 論學生應否上補習班 - 香港教育城","https://www.hkedcity.net/eworks/zh-hant/detail?work_id=599d0de7d65ee1613c3c986b","創作天地- 論學生應否上補習班 - 香港教育城"
"246","21歲科技大學女補習Miss上門補習與15歲學生發生性關係! - Q博士","https://www.pixpo.net/post459906","21歲科技大學女補習Miss上門補習與15歲學生發生性關係! - Q博士"
"247","#小學生補習• Instagram photos and videos","https://www.instagram.com/explore/tags/%E5%B0%8F%E5%AD%B8%E7%94%9F%E8%A3%9C%E7%BF%92/","#小學生補習• Instagram photos and videos"
"248","創思補習中心-提供導師上門補習服務","http://www.tutor-centre.com/tutorlist.php?page=6&keyword=","創思補習中心-提供導師上門補習服務"
"249","百度知道搜索_辩论小学生该不该上课外补习班","http://zidao.baidu.com/search?word=%B1%E7%C2%DB%20%D0%A1%D1%A7%C9%FA%B8%C3%B2%BB%B8%C3%C9%CF%BF%CE%CD%E2%B2%B9%CF%B0%B0%E0&ie=gbk&pn=0&rn=10&fr=qrl&cid=197","百度知道搜索_辩论小学生该不该上课外补习班"
"250","接住孩子的青春變化球: 建中名師的親子甜蜜溝通24招","https://books.google.com.tw/books?id=qcaaAAAAQBAJ&pg=PA201&lpg=PA201&dq=%E5%B0%8F%E5%AD%B8%E7%94%9F+%E8%A3%9C%E7%BF%92&source=bl&ots=tHG7G0aano&sig=cIRr4ykxNPNBenMnf8kijwrUD8M&hl=zh-TW&sa=X&ved=0ahUKEwjOk6DuytjZAhXFnZQKHYEYBqo4KBDoAQg3MAI","接住孩子的青春變化球: 建中名師的親子甜蜜溝通24招"
"251","[PDF]
學科補習之動態變化對學習成就族群落差的影響：以屏東縣小學生為例","http://journal.naer.edu.tw/periodical_download.asp?DID=vol047_02","[PDF]
學科補習之動態變化對學習成就族群落差的影響：以屏東縣小學生為例"
"252","調查稱北京有小學生暑期最多上七個補習班| JGospel.Net","http://jgospel.net/world-view/china/%E8%AA%BF%E6%9F%A5%E7%A8%B1%E5%8C%97%E4%BA%AC%E6%9C%89%E5%B0%8F%E5%AD%B8%E7%94%9F%E6%9A%91%E6%9C%9F%E6%9C%80%E5%A4%9A%E4%B8%8A%E4%B8%83%E5%80%8B%E8%A3%9C%E7%BF%92%E7%8F%AD.c72709.aspx","調查稱北京有小學生暑期最多上七個補習班| JGospel.Net"
"253","中國中小學生的“補習”暑假- FT中文網","http://big5.ftchinese.com/story/001062882","中國中小學生的“補習”暑假- FT中文網"
"254","私立經典文理美語短期補習班＜公司簡介及所有工作機會＞ 104人力銀行","https://www.104.com.tw/jobbank/custjob/index.php?r=cust&j=4676482e5c3c455c3738406942343e2204e404a7364624427272727253f312c2b826j54","私立經典文理美語短期補習班＜公司簡介及所有工作機會＞ 104人力銀行"
"255","68%受訪高小學生有補習- 東方日報","http://orientaldaily.on.cc/cnt/news/20151214/00176_037.html","68%受訪高小學生有補習- 東方日報"
"256","我們的服務 - 香港義工補習社","http://hkvtutor.org/page.php?p=ourServices","我們的服務 - 香港義工補習社"
"257","當補習才藝凌駕了學校課業.... @ 家在婆娑美麗處:小熊部落:: 痞客邦 ...","http://constancec1.pixnet.net/blog/post/29804245-%E7%95%B6%E8%A3%9C%E7%BF%92%E6%89%8D%E8%97%9D%E5%87%8C%E9%A7%95%E4%BA%86%E5%AD%B8%E6%A0%A1%E8%AA%B2%E6%A5%AD....","當補習才藝凌駕了學校課業.... @ 家在婆娑美麗處:小熊部落:: 痞客邦 ..."
"258","小學生補習袋圖片 - 阿里巴巴商務搜索","http://tw.1688.com/pic/-D0A1D1A7C9FAB2B9CFB0B4FC.html","小學生補習袋圖片 - 阿里巴巴商務搜索"
"259","【投書】這個教改的時代，難道我的孩子得為了考私中變成補習機器 ...","https://opinion.cw.com.tw/blog/profile/52/article/5438","【投書】這個教改的時代，難道我的孩子得為了考私中變成補習機器 ..."
"260","上海小學生補習古文| 大紀元","http://www.epochtimes.com/b5/tag/%E4%B8%8A%E6%B5%B7%E5%B0%8F%E5%AD%B8%E7%94%9F%E8%A3%9C%E7%BF%92%E5%8F%A4%E6%96%87.html","上海小學生補習古文| 大紀元"
"261","小熊媽的無國界創意教養 - Google 圖書結果","https://books.google.com.tw/books?id=FUi0DQAAQBAJ&pg=PT125&lpg=PT125&dq=%E5%B0%8F%E5%AD%B8%E7%94%9F+%E8%A3%9C%E7%BF%92&source=bl&ots=TDezmFiCHf&sig=CgduyE-B65iI1zdjQ1Oda3d9YX4&hl=zh-TW&sa=X&ved=0ahUKEwiTptrvytjZAhWHI5QKHaNrD_84MhDoAQg5MAM","小熊媽的無國界創意教養 - Google 圖書結果"
